순위,상품명,판매가,작가,출판사,출시일자,분야
24,에디톨로지,"16,200",김정운,21세기북스,20141024,인문
25,언제 들어도 좋은 말,"11,700",이석원,그책,20170917,시/에세이
26,1그램의 용기,"12,600",한비야,푸른숲,20150224,시/에세이
27,너는 나에게 상처를 줄 수 없다,"12,600",배르벨 바르데츠키,걷는나무,20131120,인문
28,라면을 끓이며,"13,500",김훈,문학동네,20150930,시/에세이
29,그래도 사랑,"12,420",정현주,중앙북스,20130923,시/에세이
30,내가 혼자 여행하는 이유,"11,700",카트린 지타,걷는나무,20150730,시/에세이
31,문득 사람이 그리운 날엔 시를 읽는다,"9,900",박광수,걷는나무,20141224,시/에세이
32,꽃잎이 떨어져도 꽃은 지지 않네,"10,800",법정 외,여백,20150301,시/에세이
33,제로 투 원,"14,400",피터 틸 외,한국경제신문사,20141120,경제/경영
34,트렌드 코리아 2015,"14,400",김난도 외,미래의창,20141110,경제/경영
35,여덟 단어,"13,500",박웅현,북하우스,20130520,인문
36,경영의 모험,"14,400",존 브룩스,쌤앤파커스,20150316,경제/경영
37,꾸뻬씨의 행복여행,"13,500",프랑수아 를로르,오래된미래,20040728,소설
38,생각하는 인문학,"16,200",이지성,차이,20150330,자기계발
39,혼자의 발견,"12,150",곽정은,달,20141210,시/에세이
40,내 마음 다치지 않게,"11,700",설레다,알에이치코리아,20141222,시/에세이
41,조훈현 고수의 생각법,"13,860",조훈현,인플루엔셜,20150615,시/에세이
42,오늘 내가 사는 게 재미있는 이유,"12,600",김혜남,갤리온,20150323,시/에세이
43,지금 여기 깨어있기,"10,800",법륜,정토출판,20141225,종교
44,클로즈업 오사카(2017),"16,200",유재우 외,에디터,20161209,여행
45,장하준의 경제학 강의,"18,000",장하준,부키,20140725,경제/경영
46,습관의 재발견,"11,700",스티븐 기즈,비즈니스북스,20141125,자기계발
47,감정수업,"17,550",강신주,민음사,20131120,인문
48,주식투자 무작정 따라하기,"14,400",윤재수,길벗,20131210,경제/경영
49,음식의 언어,"15,300",댄 주래프스키,어크로스,20150325,인문
50,나는 부동산과 맞벌이한다,"12,600",너바나,알키,20150515,경제/경영
51,싸드(THAAD),"12,780",김진명,새움,20140815,소설
52,살면서 쉬웠던 날은 단 하루도 없었다,"11,700",박광수,위즈덤하우스,20150724,시/에세이
53,부자언니 부자특강,"12,420",유수진,세종서적,20150507,경제/경영
54,앵무새 죽이기,"14,220",하퍼 리,열린책들,20150630,소설
55,나는 까칠하게 살기로 했다,"13,500",양창순,센추리원,20120215,자기계발
56,시간의 정원,"10,800",송지혜,북라이프,20141224,예술/대중문화
57,해커스 보카(Hackers Vocabulary),"15,210",David Cho,해커스어학연구소,20211213,외국어
58,부자의 그릇,"11,700",이즈미 마사토,다산 3.0,20150302,경제/경영
59,여자 없는 남자들,"12,420",무라카미 하루키,문학동네,20140828,소설
60,레프트오버,"13,500",톰 페로타,북플라자,20150411,소설
61,그래머 게이트웨이 베이직: 초보를 위한 기초 영문법 (Grammar Gateway Basic Light Version),"11,610",David Cho,해커스어학연구소,20220117,외국어
62,파수꾼,"14,220",하퍼 리,열린책들,20150715,소설
63,원피스 76: 상관 말고 나아가,"4,500",Eiichiro Oda,대원씨아이,20150131,만화
64,"생각하는 힘, 노자 인문학","13,320",최진석,위즈덤하우스,20150312,인문
65,어떻게 인생을 살 것인가,"13,500",쑤린,다연,20150608,자기계발
66,버티는 삶에 관하여,"16,200",허지웅,문학동네,20140926,시/에세이
67,그래도 괜찮은 하루,"14,220",구작가,위즈덤하우스,20150217,시/에세이
68,데미안,"7,200",헤르만 헤세,민음사,20090120,소설
69,걸 온 더 트레인,"12,420",폴라 호킨스,북폴리오,20150801,소설
70,사랑할 때 알아야 할 것들(벚꽃에디션),"12,600",김재식,메가스터디북스(엔트리),20150605,시/에세이
71,책 먹는 여우와 이야기 도둑,"10,800",프란치스카 비어만,주니어김영사,20180511,어린이(초등)
72,왜 나는 너를 사랑하는가,"10,800",알랭 드 보통,청미래,20130115,소설
73,아들러 심리학을 읽는 밤,"12,420",기시미 이치로,살림,20150115,인문
74,인생에 가장 중요한 7인을 만나라,"13,500",리웨이원,비즈니스북스,20150625,자기계발
75,보타니컬 아트 컬러링북: 플라워 편,"10,620",권영애,아이콘북스,20150126,예술/대중문화
76,이기는 대화,"11,700",이서정,머니플러스,20130718,자기계발
77,정글만리 1,"14,850",조정래,해냄출판사,20130701,소설
78,나는 죽을 때까지 재미있게 살고싶다,"12,600",김선경,갤리온,20130201,시/에세이
79,총 균 쇠,"25,200",재레드 다이아몬드,문학사상,20051219,역사/문화
80,1cm art(일 센티 아트),"13,320",김은주,허밍버드,20150821,시/에세이
81,"나는 고작, 서른이다","12,420",정주영,프롬북스,20141217,자기계발
82,2018 인구 절벽이 온다,"15,300",해리 덴트,청림출판,20150109,경제/경영
83,위험한 과학책,"19,800",랜들 먼로,시공사,20150424,과학
84,7년의 밤,"13,050",정유정,은행나무,20160530,소설
85,마법천자문 31: 치열한 전투! 싸움 전,"8,820",올댓스토리,아울북,20150301,어린이(초등)
86,뿌리 이야기(제39회 이상문학상 작품집 2015년),"12,420",김숨 외,문학사상,20150123,소설
87,ETS TOEIC Listening Prep Book,"17,820",ETS,YBM,20140610,외국어
88,태도에 관하여,"10,800",임경선,한겨레출판사,20150330,시/에세이
89,파리 시크릿(Paris Secret),"10,800",조에 드 라스 카스,자음과모음,20141126,예술/대중문화
90,나는 생각이 너무 많아,"13,320",크리스텔 프티콜랭,부키,20140520,인문
91,참을 수 없는 존재의 가벼움,"11,700",밀란 쿤데라,민음사,20091224,소설
92,리딩으로 리드하라,"13,500",이지성,문학동네,20101117,자기계발
93,진짜 기본 요리책,"14,220",월간 수퍼레시피,레시피팩토리,20130118,요리
94,미 비포 유(Me Before You),"13,500",조조 모예스,살림,20140101,소설
95,삐뽀삐뽀 119소아과,"26,820",하정훈,그린비,20140510,가정/육아
96,한국인만 모르는 다른 대한민국,"13,500",임마누엘 페스트라이쉬,21세기북스,20130816,정치/사회
97,사람을 남기는 관계의 비밀,"12,150",김대식,북클라우드,20150301,자기계발
98,금요일엔 돌아오렴,"16,200",416 세월호 참사 기록위원회 작가기록단,창비,20150116,시/에세이
99,일빵빵 기초영어: 동사 조동사 편,"12,420",서장혁,토마토,20140102,외국어
100,코스모스,"17,910",칼 세이건,사이언스북스,20100120,과학
101,보통의 존재,"11,700",이석원,달,20091104,시/에세이
102,시원스쿨 기초 영어법,"13,500",이시원,시원스쿨닷컴,20201016,외국어
103,나도 손글씨 잘쓰면 정말 좋겠다,"16,200",공병각,양문,20140730,예술/대중문화
104,주기자의 사법활극,"13,050",주진우,푸른숲,20150119,정치/사회
105,정의란 무엇인가,"13,500",마이클 샌델,와이즈베리,20141120,인문
106,다시,"12,420",신준모,프롬북스,20150407,시/에세이
107,대통령의 시간 2008-2013,"25,200",이명박,알에이치코리아,20150202,정치/사회
108,아기가 잘먹는 이유식은 따로 있다,"11,520",김정미,레시피팩토리,20100201,요리
109,끌리는 컨셉의 법칙,"13,500",김근배,중앙북스,20141208,경제/경영
110,알리바바 마윈의 12가지 인생강의,"14,400",장옌,매일경제신문사,20141107,경제/경영
111,영어회화 무작정 따라하기,"13,500",오석태,길벗이지톡,20141115,외국어
112,곁에 두고 읽는 니체,"12,600",사이토 다카시,홍익출판사,20150730,인문
113,원씽(The One Thing)(리커버 특별판),"12,600",게리 켈러 외,비즈니스북스,20130830,자기계발
114,저스트고 유럽(2015-2016),"16,200",최철호,시공사,20150320,여행
115,나오미와 가나코,"12,150",오쿠다 히데오,위즈덤하우스(예담),20150520,소설
116,징비록,"10,710",김흥식,서해문집,20141120,역사/문화
117,당신의 이름을 지어다가 며칠은 먹었다,"9,000",박준,문학동네,20170630,시/에세이
118,책은 도끼다,"14,400",박웅현,북하우스,20111010,인문
119,버전업 굿모닝 독학일본어 첫걸음,"13,050",정선영,동양문고,20140305,외국어
120,삼성의 CEO들은 무엇을 공부하는가,"14,400",백강녕 외,알프레드,20150908,자기계발
121,내 머리 사용법 Ver 2.0,"12,420",정철,허밍버드,20150422,시/에세이
122,부동산 상식 사전,"14,850",백영록,길벗,20150710,경제/경영
123,설득의 심리학 3: 완결편,"13,500",로버트 치알디니 외,21세기북스,20150209,자기계발
124,엄마의 말 공부,"12,600",이임숙,카시오페아,20150420,가정/육아
125,이시원의 왕초보 여행영어,"8,820",이시원 외,시원스쿨닷컴,20140328,외국어
126,뇌가 섹시해지는 책,"12,420",도미니크 오브라이언,비전코리아,20150512,자기계발
127,반찬이 필요 없는 밥 요리,"7,920",노애리,그리고책,20150306,요리
128,신비의 숲,"13,500",조해너 배스포드,클,20150302,예술/대중문화
129,ETS TOEIC Reading Prep Book,"17,820",ETS,YBM,20140610,외국어
130,일빵빵 영어회화 1,"12,420",서장혁,토마토,20120601,외국어
131,시를 잊은 그대에게(리커버),"13,500",정재찬,휴머니스트,20200316,시/에세이
132,멈추어야 할 때 나아가야 할 때 돌아봐야 할 때,"13,500",쑤쑤,다연,20150307,자기계발
133,캘리그라피 쉽게 배우기,"16,200",박효지,단한권의책,20141013,예술/대중문화
134,네이처(별책부록포함),"10,620",데상 앤 뜰로라,솜씨,20141030,예술/대중문화
135,세계사를 품은 영어 이야기,"14,220",필립 구든,허니와이즈,20150304,역사/문화
136,그래머 게이트웨이 인터미디엇: 영어가 쉬워지는 기초 영문법 (Grammar Gateway Intermediate),"13,410",해커스 어학연구소,해커스어학연구소,20220502,외국어
137,1cm+(일 센티 플러스),"12,420",김은주,허밍버드,20130718,시/에세이
138,잠자기 전 읽기만 해도 나쁜 기분이 사라지는 마음의 법칙 26,"10,800",나카무라 마사루,인빅투스,20140804,자기계발
139,고양이 낸시,"13,500",엘렌 심,북폴리오,20150224,만화
140,살인자의 기억법,"9,000",김영하,문학동네,20130725,소설
141,어떻게 죽을 것인가,"14,850",아툴 가완디,부키,20150529,인문
142,단,"14,400",이지훈,문학동네,20150122,경제/경영
143,와일드,"13,320",셰릴 스트레이드,나무의철학,20121020,시/에세이
144,톡톡 건강법,"22,500",임헌석,이루,20120810,건강
145,"오늘, 행복을 쓰다","11,520",김정민 외,북로그컴퍼니,20150820,시/에세이
146,그리스 컬러링 여행,"10,800",호경,트러스트북스,20150305,예술/대중문화
147,슈퍼차이나,"15,300",KBS 슈퍼차이나 제작팀,가나출판사,20150430,경제/경영
148,파리의 심리학 카페,"12,600",모드 르안,갤리온,20141107,인문
149,조선왕조실톡 1: 조선 패밀리의 탄생,"11,700",이한,위즈덤하우스,20150817,역사/문화
150,스코치 트라이얼,"13,320",제임스 대시너,문학수첩,20120726,소설
151,이탈리아 데이(Italia day)(2015-2016 개정판),"16,200",윤도영 외,테라출판사(TERRA),20150302,여행
152,7번 읽기 공부 실천법,"10,800",야마구치 마유,한국경제신문사,20150825,자기계발
153,하루 5분 아빠 목소리,"14,400",정홍,위즈덤하우스,20141120,가정/육아
154,엄마가 믿는 만큼 크는 아이,"10,800",기시미 이치로,을유문화사,20150625,가정/육아
155,파란펜 공부법,"10,800",아이카와 히데키,쌤앤파커스,20150710,자기계발
156,어른은 겁이 많다,"11,250",손씨,MY,20150320,시/에세이
157,터닝메카드 1,"8,550",편집부,서울문화사,20150423,어린이(초등)
158,데스 큐어,"13,320",제임스 대시너,문학수첩,20140819,소설
159,컬러링 앤 더 푸드(Coloring and the Food),"10,800",빨간고래(박정아),조선앤북,20150115,예술/대중문화
160,프랑스 아이처럼,"13,500",파멜라 드러커맨,북하이브,20130320,가정/육아
161,불안,"13,500",알랭 드 보통,은행나무,20120104,시/에세이
162,21세기 자본,"29,700",토마 피케티,글항아리,20140912,정치/사회
163,그녀(Hers),"12,000",suwa,안그라픽스,20150130,예술/대중문화
164,사랑해 사랑해 사랑해,"10,350",버나뎃 로제티 슈스탁,보물창고,20190325,유아(0~7세)
165,김이나의 작사법,"14,220",김이나,문학동네,20150318,시/에세이
166,오늘은 내 인생의 가장 젊은 날입니다,"12,600",이근후,샘터(샘터사),20141230,시/에세이
167,하루 5분 엄마 목소리,"14,400",정홍,위즈덤하우스,20140610,가정/육아
168,메이즈 러너,"13,320",제임스 대시너,문학수첩,20120705,소설
169,나의 한국현대사,"16,200",유시민,돌베개,20140710,역사/문화
170,나의 문화유산답사기 8: 남한강편,"16,200",유홍준,창비,20150915,역사/문화
171,행복해질 용기,"12,420",기시미 이치로,더좋은책,20180910,인문
172,생각해봤어?,"14,400",노회찬 외,웅진지식하우스,20150326,인문
173,지지 않는 청춘,"9,000",이케다 다이사쿠,조선뉴스프레스,20150316,자기계발
174,한 권으로 읽는 조선왕조실록,"16,200",박영규,웅진지식하우스,20130113,역사/문화
175,Who? Special 유재석,"12,600",김성재,다산어린이,20150616,어린이(초등)
176,인사이드 아웃,"8,550",디즈니 동화 아트팀,Oh!북스,20150630,유아(0~7세)
177,사과가 쿵!,"9,900",다다 히로시,보림,20090620,유아(0~7세)
178,황금방울새 1,"13,500",도나 타트,은행나무,20150623,소설
179,바람이 분다 당신이 좋다,"13,770",이병률,달,20120701,여행
180,시 읽는 밤: 시 밤(니 생각 에디션),"10,080",하상욱,위즈덤하우스,20150918,시/에세이
181,책 먹는 여우,"9,900",프란치스카 비어만,주니어김영사,20180510,어린이(초등)
182,다시 사랑,"12,420",정현주,스윙밴드,20140917,시/에세이
1,에드워드 툴레인의 신기한 여행,"13,500",케이트 디카밀로,비룡소,20131227,소설
2,내가 사랑한 유럽 TOP10,"14,220",정여울,홍익출판사,20140115,여행
3,감정수업,"17,550",강신주,민음사,20131120,인문
4,미 비포 유(Me Before You),"13,500",조조 모예스,살림,20140101,소설
5,정글만리 1,"14,850",조정래,해냄출판사,20130701,소설
6,겨울 왕국 무비 스토리북,"9,000",예림아이 편집부,예림아이,20131210,유아(0~7세)
7,1cm+(일 센티 플러스),"12,420",김은주,허밍버드,20130718,시/에세이
8,인생수업,"11,700",법륜,휴,20131009,종교
9,내일,"12,420",기욤 뮈소,밝은세상,20131210,소설
10,유엔미래보고서 2040,"13,500",박영숙 외,교보문고,20131220,경제/경영
11,다윗과 골리앗,"15,300",말콤 글래드웰,21세기북스,20140127,자기계발
12,꾸뻬씨의 행복여행,"13,500",프랑수아 를로르,오래된미래,20040728,소설
13,겨울 왕국,"8,550",디즈니,꿈꾸는달팽이,20140115,어린이(초등)
14,너는 나에게 상처를 줄 수 없다,"12,600",배르벨 바르데츠키,걷는나무,20131120,인문
15,세계 최고의 인재들은 왜 기본에 집중할까,"11,700",도쓰카 다카마사,비즈니스북스,20140214,자기계발
16,1cm(일 센티) 첫 번째 이야기,"12,420",김은주,허밍버드,20140201,시/에세이
17,어떤 하루,"12,420",신준모,프롬북스,20140310,시/에세이
18,제3인류 1,"12,420",베르나르 베르베르,열린책들,20131023,소설
19,내가 알고 있는걸 당신도 알게 된다면,"12,600",칼 필레머,토네이도,20120512,자기계발
20,총 균 쇠,"25,200",재레드 다이아몬드,문학사상,20051219,역사/문화
21,여덟 단어,"13,500",박웅현,북하우스,20130520,인문
22,그래도 사랑,"12,420",정현주,중앙북스,20130923,시/에세이
23,겨울왕국(Frozen),"12,150",Sarah Nathan 외,롱테일북스,20150318,외국어
24,나미야 잡화점의 기적,"13,320",히가시노 게이고,현대문학,20121219,소설
25,잡담이 능력이다(리커버),"13,500",사이토 다카시,위즈덤하우스,20140116,자기계발
26,느리게 더 느리게,"13,500",장샤오헝,다연,20140210,자기계발
27,하버드의 생각수업,"12,600",후쿠하라 마사히로,메가스터디북스(엔트리),20140310,자기계발
28,트렌드 코리아 2014,"14,400",김난도 외,미래의창,20131118,경제/경영
29,인생을 바르게 보는 법 놓아주는 법 내려놓는 법,"13,500",쑤쑤,다연,20130910,시/에세이
30,이카루스 이야기,"12,600",세스 고딘,한국경제신문사,20140101,자기계발
31,난쟁이 피터,"12,600",호아킴 데 포사다 외,마시멜로,20140301,시/에세이
32,대통령의 글쓰기,"14,400",강원국,메디치미디어,20170525,인문
33,퍼펙트 워크,"13,500",왕중추 외,다산북스,20140106,경제/경영
34,창문 넘어 도망친 100세 노인,"15,120",요나스 요나손,열린책들,20130725,소설
35,마법천자문 27: 환하게 비추어라 비출 조,"8,820",올댓스토리,아울북,20140115,어린이(초등)
36,이기는 대화,"11,700",이서정,머니플러스,20130718,자기계발
37,살아 있는 뜨거움,"13,500",김미경,21세기북스,20140210,시/에세이
38,술 취한 코끼리 길들이기,"14,400",아잔 브라흐마,연금술사,20131205,시/에세이
39,몬순(제38회 이상문학상 작품집 2014년),"12,420",편혜영 외,문학사상,20140122,소설
40,나는 죽을 때까지 재미있게 살고싶다,"12,600",김선경,갤리온,20130201,시/에세이
41,원씽(The One Thing)(리커버 특별판),"12,600",게리 켈러 외,비즈니스북스,20130830,자기계발
42,모모,"10,800",미하엘 엔데,비룡소,20091020,청소년
43,심플하게 산다,"10,800",도미니크 로로,바다출판사,20120903,자기계발
44,원피스 72: 드레스로자에서 잊혀진 것,"4,500",Eiichiro Oda,대원씨아이,20131230,만화
45,말공부,"13,500",조윤제,흐름출판,20140324,자기계발
46,스크린 영어회화: 겨울왕국,"16,200",강윤혜,길벗이지톡,20140130,외국어
47,식당부자들,"12,600",이상규,이상미디어,20140110,경제/경영
48,스마트한 생각들,"12,600",롤프 도벨리,걷는나무,20120628,자기계발
49,서울 시,"8,820",하상욱,중앙북스,20130210,시/에세이
50,나는 까칠하게 살기로 했다,"13,500",양창순,센추리원,20120215,자기계발
51,1만 시간의 법칙,"13,500",이상훈,위즈덤하우스,20100225,자기계발
52,다른 길,"17,550",박노해,느린걸음,20140201,시/에세이
53,쿠키런 어드벤처 1: 런던,"8,820",송도수,서울문화사,20140120,어린이(초등)
54,7년의 밤,"13,050",정유정,은행나무,20160530,소설
55,우아한 거짓말,"12,420",김려령,창비,20140220,소설
56,내일도 출근하는 딸에게(스페셜 리커버),"12,420",유인경,위즈덤하우스,20140303,시/에세이
57,책은 도끼다,"14,400",박웅현,북하우스,20111010,인문
58,부자들의 생각법,"13,500",하노 벡,갤리온,20131031,경제/경영
59,개포동 김갑수씨의 사정,"10,800",허지웅,아우름,20140305,소설
60,스님의 주례사,"10,800",법륜,휴,20100913,종교
61,관찰의 힘,"13,500",얀 칩체이스 외,위너스북,20130610,경제/경영
62,나를 지켜낸다는 것(리커버 특별판),"13,500",팡차오후이,위즈덤하우스,20140228,자기계발
63,삐뽀삐뽀 119소아과,"26,820",하정훈,그린비,20140510,가정/육아
64,다른 모든 눈송이와 아주 비슷하게 생긴 단 하나의 눈송이,"10,800",은희경,문학동네,20140226,소설
65,완전변태,"10,620",이외수,해냄출판사,20140301,소설
66,아기가 잘먹는 이유식은 따로 있다,"11,520",김정미,레시피팩토리,20100201,요리
67,한비네 집 맛있는 이야기,"15,120",이현정,미호,20131220,요리
68,선대인 미친 부동산을 말하다,"13,500",선대인,웅진지식하우스,20131127,경제/경영
69,높고 푸른 사다리,"11,700",공지영,한겨레출판사,20131028,소설
70,엄마 수업,"10,800",법륜,휴,20111014,가정/육아
71,바람이 분다 당신이 좋다,"13,770",이병률,달,20120701,여행
72,참 좋은 당신을 만났습니다,"12,420",송정림,나무생각,20130729,시/에세이
73,빅 픽처,"10,800",더글라스 케네디,밝은세상,20100610,소설
74,스물아홉 생일 1년 후 죽기로 결심했다(반짝 에디션),"14,220",하야마 아마리,위즈덤하우스,20221201,시/에세이
75,자본주의,"15,300",EBS 자본주의 제작팀,가나출판사,20130927,경제/경영
76,서울 시 2,"8,820",하상욱,중앙북스,20130910,시/에세이
77,예감은 틀리지 않는다,"11,520",줄리언 반스,다산책방,20120326,소설
78,365 매일 읽는 긍정의 한 줄,"12,150",린다 피콘,책이있는풍경,20121130,시/에세이
79,메타생각(Meta-Thinking),"17,550",임영익,리콘미디어,20140111,자기계발
80,토마토 BASIC READING(베이직 리딩),"13,320",이보영 외,NE능률,20131101,외국어
81,생명이 자본이다,"13,500",이어령,마로니에북스,20140109,인문
82,질풍론도,"12,600",히가시노 게이고,박하,20140103,소설
83,당신에겐 그런 사람이 있나요,"12,420",무무,책읽는수요일,20131122,시/에세이
84,어떻게 배울 것인가,"13,500",존 맥스웰,비즈니스북스,20140115,자기계발
85,시원스쿨 기초 영어법,"13,500",이시원,시원스쿨닷컴,20201016,외국어
86,진짜 기본 요리책,"14,220",월간 수퍼레시피,레시피팩토리,20130118,요리
87,이보영의 여행 영어회화,"8,820",이보영,에듀박스,20090925,외국어
88,두근 두근 내 인생,"12,600",김애란,창비,20110620,소설
89,지금 시작하는 인문학,"16,200",주현성,더좋은책,20121020,인문
90,명탐정 코난 81,"4,050",Aoyama Gosho,서울미디어코믹스(서울문화사),20140125,만화
91,겨울왕국: 디즈니 무비코믹북,"7,650",대원키즈 편집부,대원키즈,20140101,어린이(초등)
92,한여름의 방정식,"16,920",히가시노 게이고,재인,20140317,소설
93,그래머 게이트웨이 베이직: 초보를 위한 기초 영문법 (Grammar Gateway Basic Light Version),"11,610",David Cho,해커스어학연구소,20220117,외국어
94,코스모스,"17,910",칼 세이건,사이언스북스,20100120,과학
95,프랑스 아이처럼,"13,500",파멜라 드러커맨,북하이브,20130320,가정/육아
96,디즈니 겨울왕국 첫 무비 그림책,"7,650",예림아이 편집부,예림아이,20131210,유아(0~7세)
97,정의란 무엇인가,"13,500",마이클 샌델,김영사,20101020,인문
98,신 황태자비 납치사건,"12,870",김진명,새움,20140123,소설
99,적을 만들지 않는 대화법,"10,800",샘 혼,갈매나무,20150323,자기계발
100,삼성의 임원은 어떻게 일하는가,"12,420",김종원,넥서스BIZ,20140215,경제/경영
101,색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해,"13,320",무라카미 하루키,민음사,20130701,소설
102,한 권으로 읽는 조선왕조실록,"16,200",박영규,웅진지식하우스,20130113,역사/문화
103,사랑해 사랑해 사랑해,"10,350",버나뎃 로제티 슈스탁,보물창고,20190325,유아(0~7세)
104,딸아 외로울 때는 시를 읽으렴,"9,000",신현림,걷는나무,20110402,시/에세이
105,지금 중국 주식 천만원이면 10년 후 강남 아파트를 산다,"11,700",정순필,스마트비즈니스,20140306,경제/경영
106,디어 라이프,"14,400",앨리스 먼로,문학동네,20131205,소설
107,정도전과 그의 시대,"10,800",이덕일,옥당,20140110,역사/문화
108,영어패턴 500 플러스,"13,500",이광수 외,넥서스,20120425,외국어
109,내 사람이다,"11,520",곽정은,달,20120118,시/에세이
110,월급쟁이 부자들,"13,500",이명로(상승미소),스마트북스,20140401,경제/경영
111,천 번을 흔들려야 어른이 된다,"14,850",김난도,오우아,20120828,시/에세이
112,이기는 질문 이기는 대답,"11,700",우찌야마 다츠미 외,이가서,20131205,자기계발
113,손글씨 잘 써서 좋겠다,"16,200",공병각,양문,20130620,예술/대중문화
114,일빵빵 영어회화 1,"12,420",서장혁,토마토,20120601,외국어
115,역사 e,"14,220",EBS <역사채널 e> 외,북하우스,20130304,인문
116,엄마를 부탁해,"13,500",신경숙,창비,20081110,소설
117,클로즈업 홍콩(2015-2016),"15,300",유재우 외,에디터,20150401,여행
118,겨울왕국,"5,850",예림아이 편집부,예림아이,20140201,유아(0~7세)
119,왜 나는 너를 사랑하는가,"10,800",알랭 드 보통,청미래,20130115,소설
120,철학이 필요한 시간,"16,020",강신주,사계절,20110215,인문
121,역사 e 2,"14,220",EBS <역사채널 e>,북하우스,20131209,인문
122,스피킹 매트릭스(Speaking Matrix): 1분 영어 말하기,"9,900",김태윤,길벗이지톡,20140110,외국어
123,나는 다만 조금 느릴 뿐이다,"12,600",강세형,쌤앤파커스,20130129,시/에세이
124,상실의 시대(원제: 노르웨이의 숲),"13,500",무라카미 하루키,문학사상사,20100720,소설
125,죽음의 수용소에서,"11,700",빅터 프랭클,청아출판사,20120115,시/에세이
126,초역 니체의 말,"10,800",프리드리히 니체,삼호미디어,20101105,인문
127,엄마는 아들을 너무 모른다,"12,420",창랑 외,위즈덤하우스,20140127,가정/육아
128,다상담 1: 사랑 몸 고독,"12,150",강신주,동녘,20130805,인문
129,New English 900 Vol 1,"11,700",Edwin T. Cornelius,YBM,20120903,외국어
130,아프니까 청춘이다,"12,600",김난도,쌤앤파커스,20101224,시/에세이
131,조직의 비밀,"14,400",레이 피스먼 외,웅진지식하우스,20140203,경제/경영
132,건강하게 오래 살려면 종아리를 주물러라,"10,800",마키 다카코,나라원,20140115,건강
133,나의 문화유산답사기 일본편 3: 교토의 역사,"16,200",유홍준,창비,20140515,역사/문화
134,진격의 거인 12,"4,500",Hajime Isayama ,학산문화사,20140125,만화
135,의사에게 살해당하지 않는 47가지 방법,"13,320",곤도 마코토,더난출판사,20131202,건강
136,마법의 순간,"12,330",파울로 코엘료,자음과모음,20130509,시/에세이
137,생각이 나서,"11,520",황경신,소담출판사,20101105,시/에세이
138,28,"13,050",정유정,은행나무,20130627,소설
139,파이브 데이즈,"12,150",더글라스 케네디,밝은세상,20131120,소설
140,대한민국에서 일하는 엄마로 산다는 것,"12,600",신의진,걷는나무,20140228,자기계발
141,관점을 디자인하라,"13,320",박용후,프롬북스,20130712,자기계발
142,상처받지 않을 권리,"15,300",강신주,프로네시스,20090701,인문
143,사과가 쿵!,"9,900",다다 히로시,보림,20090620,유아(0~7세)
144,눈물,"12,420",최인호,여백,20131224,시/에세이
145,알랭 드 보통의 영혼의 미술관,"29,700",알랭 드 보통 외,문학동네,20190916,예술/대중문화
146,결혼식 전날,"6,300",호즈미,애니북스,20131108,만화
147,저스트고 유럽(2014-2015),"16,200",최철호,시공사,20140325,여행
148,북유럽 이야기,"12,600",김민주,미래의창,20140127,역사/문화
149,세상물정의 사회학,"16,200",노명우,사계절,20131230,정치/사회
150,천기누설 1,"13,500",MBN 천기누설 제작팀,다온북스,20131125,건강
151,끌림,"13,500",이병률,달,20100701,여행
152,윔피키드 8: 절친의 법칙,"10,800",제프 키니,푸른날개,20131216,어린이(초등)
153,4주 해독다이어트,"12,420",박용우,비타북스,20140205,건강
154,습관의 힘,"14,400",찰스 두히그,갤리온,20121030,자기계발
155,투명사회,"10,800",한병철,문학과지성사,20140311,인문
156,미친듯이 심플,"16,200",켄 시걸,문학동네,20140404,경제/경영
157,이방인,"12,420",알베르 카뮈,새움,20140327,소설
158,사랑하라 한번도 상처받지 않은 것처럼,"9,000",류시화,오래된미래,20081024,시/에세이
159,삐뽀삐뽀 119 이유식,"10,710",하정훈,그린비,20060915,요리
160,그리스인 조르바,"13,320",니코스 카잔차키스,열린책들,20091220,소설
161,내 심장을 쏴라,"10,800",정유정,은행나무,20160523,소설
162,인생이란 나를 믿고 가는 것이다,"13,500",이현세,토네이도,20140217,자기계발
163,나루토 66,"4,500",Masashi Kishimoto,대원씨아이,20140131,만화
164,당신이 알아야 할 한국사 10(리커버),"14,400",서경덕 외,메가스터디북스(엔트리),20141107,역사/문화
165,세계로TV의 신가치투자로 돈 번 사람들,"12,600",김원기,글로벌북스,20140320,경제/경영
166,엄마 일단 가고봅시다,"13,500",태원준,북로그컴퍼니,20130715,시/에세이
167,어떻게 원하는 것을 얻는가,"13,500",스튜어트 다이아몬드,8.0(에이트 포인트),20111130,자기계발
168,이중섭 편지와 그림들(1916-1956),"13,500",이중섭,다빈치,20110416,예술/대중문화
169,엄마 결국은 해피엔딩이야,"13,500",태원준,북로그컴퍼니,20131029,시/에세이
170,불안,"13,500",알랭 드 보통,은행나무,20120104,시/에세이
171,마음에 들어,"13,500",김나영,포북(forbook),20140130,시/에세이
172,뱃살부터 빼셔야겠습니다,"5,400",최성우,포북(forbook),20130620,건강
173,몽환화,"12,420",히가시노 게이고,비채,20140520,소설
174,눈물을 그치는 타이밍,"11,700",이애경,허밍버드,20131025,시/에세이
175,클로즈업 오사카(2017),"16,200",유재우 외,에디터,20161209,여행
