순위,상품명,판매가,작가,출판사,출시일자,분야
73,열두 발자국,"15,120",정재승,어크로스,20180702,인문
74,앞으로 5년 한국의 미래 시나리오,"22,500",최윤식 외,지식노마드,20190220,경제/경영
75,정리하는 뇌,"19,800",대니얼 J. 레비틴,와이즈베리,20150622,인문
76,임신 출산 육아 대백과(2019~2020),"16,650",삼성출판사 편집부,삼성출판사,20190701,가정/육아
77,"아들아, 삶에 지치고 힘들 때 이 글을 읽어라","13,500",윤태진,다연,20190422,자기계발
78,세계에서 가장 자극적인 나라,"14,400",짐 로저스,살림,20190527,경제/경영
79,방구석 미술관,"15,120",조원재,블랙피쉬,20211221,예술/대중문화
80,미움받을 용기,"13,410",기시미 이치로 외,인플루엔셜,20141117,인문
81,2020 부의 지각변동,"15,300",박종훈,21세기북스,20190705,경제/경영
82,혼자가 혼자에게,"13,950",이병률,달,20190919,시/에세이
83,연필로 쓰기,"13,950",김훈,문학동네,20190327,시/에세이
84,연애 백문백답,"11,700",유민지,우리사이플래닛,20190220,시/에세이
85,"라이언, 내 곁에 있어줘","15,300",전승환,아르테(arte),20190228,시/에세이
86,초격차,"16,200",권오현 외,쌤앤파커스,20180910,경제/경영
87,숨,"14,850",테드 창,엘리,20190520,소설
88,Who? K-pop BTS,"11,520",강진희,다산어린이,20181224,어린이(초등)
89,말의 품격,"13,050",이기주,황소북스,20170529,인문
90,말 그릇,"13,500",김윤나,카시오페아,20170922,자기계발
91,댄 애리얼리 부의 감각,"16,200",댄 애리얼리 외,청림출판,20180725,경제/경영
92,걱정이 많아서 걱정인 당신에게,"13,500",한창욱,정민미디어,20181120,자기계발
93,아침에는 죽음을 생각하는 것이 좋다,"13,500",김영민,어크로스,20181130,인문
94,우린 너무 몰랐다,"16,200",김용옥,통나무,20190128,역사/문화
95,나는 습관을 조금 바꾸기로 했다,"13,500",사사키 후미오,쌤앤파커스,20190211,자기계발
96,인간 본성의 법칙,"28,800",로버트 그린,위즈덤하우스,20190729,인문
97,나의 월급 독립 프로젝트,"16,200",유목민,리더스북,20190422,경제/경영
98,내가 확실히 아는 것들,"14,220",오프라 윈프리,북하우스,20141205,시/에세이
99,21세기를 위한 21가지 제언,"19,800",유발 하라리,김영사,20180903,인문
100,라틴어 수업,"13,500",한동일,흐름출판,20190429,인문
101,돈 공부는 처음이라,"14,400",김종봉 외,다산북스,20190222,경제/경영
102,마법천자문 44: 죄를 씻어 내라! 목욕할 욕,"8,820",김현수,아울북,20190128,어린이(초등)
103,브랜드가 되어 간다는 것,"13,500",강민호,턴어라운드,20190402,경제/경영
104,Who? Special 손흥민,"11,520",강진희,다산어린이,20181015,어린이(초등)
105,"명견만리: 불평등, 병리, 금융, 지역 편","14,220",KBS <명견만리> 제작팀,인플루엔셜,20190225,경제/경영
106,노르웨이의 숲,"13,500",무라카미 하루키,민음사,20170807,소설
107,에어프라이어 만능 레시피북,"10,800",강지현,메가스터디북스(엔트리),20190201,요리
108,당신의 마음을 안아줄게요,"14,220",김지훈,진심의꽃한송이,20190222,시/에세이
109,"곰돌이 푸, 서두르지 않아도 괜찮아(포레스트 에디션)","13,320",곰돌이 푸 ,알에이치코리아,20221004,시/에세이
110,"앞으로 10년, 대한민국 부동산(2019-2029)","14,400",김장섭(조던),트러스트북스,20190210,경제/경영
111,가면산장 살인사건,"15,120",히가시노 게이고,재인,20140926,소설
112,라플라스의 마녀,"15,120",히가시노 게이고,현대문학,20160111,소설
113,하마터면 회계를 모르고 일할 뻔했다!,"15,120",김수헌 외,어바웃어북,20181115,경제/경영
114,"대변동: 위기, 선택, 변화","22,320",재레드 다이아몬드,김영사,20190610,인문
115,쇼코의 미소,"13,050",최은영,문학동네,20190620,소설
116,하버드 100년 전통 말하기 수업,"13,320",류리나,리드리드출판,20190403,자기계발
117,인간 실격,"8,100",다자이 오사무,민음사,20120410,소설
118,해커스 보카(Hackers Vocabulary),"15,210",David Cho,해커스어학연구소,20211213,외국어
119,역사의 역사,"14,400",유시민,돌베개,20180625,역사/문화
120,"튜브, 힘낼지 말지는 내가 결정해","15,300",하상욱,아르테(arte),20190731,시/에세이
121,하고 싶은 대로 살아도 괜찮아,"11,700",윤정은,애플북스,20191104,시/에세이
122,해커스 OPIc 오픽 Advanced 공략,"14,310",해커스 오픽연구소,해커스,20210813,외국어
123,왕초보 영어회화 10분의 기적: 기초패턴으로 말하기,"10,710",해커스어학연구소,해커스어학연구소,20220221,외국어
124,그릿(50만부 판매 기념 리커버 골드에디션),"16,200",앤절라 더크워스,비즈니스북스,20221219,자기계발
125,이제껏 너를 친구라고 생각했는데,"13,500",성유미,인플루엔셜,20190315,인문
126,원피스 91: 사무라이 나라의 모험,"4,500",Eiichiro Oda,대원씨아이,20190228,만화
127,데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션),"10,800",헤르만 헤세,더스토리,20171030,소설
128,미국 영어 회화 문법 1: 명사 관련 활용,"16,200",김아영,사람in,20230515,외국어
129,Go Go 카카오프렌즈 6: 이탈리아,"13,320",김미영,아울북,20190129,어린이(초등)
130,여자 둘이 살고 있습니다,"13,320",김하나 외,위즈덤하우스,20190222,시/에세이
131,베스트 셀프,"16,830",마이크 베이어,안드로메디안,20190918,자기계발
132,설민석의 세계사 대모험 1,"10,800",설민석 외,단꿈아이,20190405,어린이(초등)
133,어떻게 살아야 할지 막막한 너에게,"13,950",우쥔,오월구일,20190816,자기계발
134,소년이 온다,"13,500",한강,창비,20140519,소설
135,우리가 함께 장마를 볼 수도 있겠습니다,"10,800",박준,문학과지성사,20181213,시/에세이
136,축구를 하며 생각한 것들,"16,200",손흥민,브레인스토어,20190712,시/에세이
137,수미네 반찬 2,"15,300",김수미 외,성안당,20190410,요리
138,검사내전,"13,500",김웅,부키,20180119,정치/사회
139,위저드 베이커리,"11,520",구병모,창비,20140210,소설
140,말투 때문에 말투 덕분에,"11,700",이오타 다쓰나리,포레스트북스,20190603,자기계발
141,부동산 상식사전,"15,750",백영록,길벗,20190130,경제/경영
142,대도시의 사랑법,"12,600",박상영,창비,20190628,소설
143,타이탄의 도구들(블랙 에디션),"16,200",팀 페리스,토네이도,20220620,자기계발
144,연금술사,"10,800",파울로 코엘료,문학동네,20181205,소설
145,월급쟁이 재테크 상식사전,"15,750",우용표,길벗,20190607,경제/경영
146,완벽하지 않은 것들에 대한 사랑,"13,320",혜민,수오서재,20160203,시/에세이
147,세상에서 제일 재밌는 종이접기,"12,600",네모아저씨 이원표,슬로래빗,20180824,가정/육아
148,편지,"17,100",히가시노 게이고,알에이치코리아,20190415,소설
149,데미안,"7,200",헤르만 헤세,민음사,20090120,소설
150,내 어머니 이야기 1,"13,950",김은성,애니북스,20190111,만화
151,알사탕,"10,800",백희나,책읽는곰,20170325,유아(0~7세)
152,참을 수 없는 존재의 가벼움,"13,500",밀란 쿤데라,민음사,20180620,소설
153,지성의 돈되는 부동산 1인법인,"17,100",지성,잇콘,20190113,경제/경영
154,영어회화 10분의 기적: 패턴으로 말하기,"11,610",해커스 어학연구소,해커스어학연구소,20210215,외국어
155,유튜브 동영상 편집 with 프리미어 프로,"17,820",하지원,한빛미디어,20181130,컴퓨터/IT
156,150년 하버드 글쓰기 비법(리커버),"13,050",송숙희,유노북스,20200728,자기계발
157,시간은 흐르지 않는다,"14,400",카를로 로벨리,쌤앤파커스,20190610,과학
158,결단,"15,300",롭 무어,다산북스,20190412,경제/경영
159,좀비고등학교 코믹스 12,"8,820",유대영,겜툰,20190425,어린이(초등)
160,왜 나는 너를 사랑하는가,"10,800",알랭 드 보통,청미래,20130115,소설
161,호모 데우스,"19,800",유발 하라리,김영사,20170519,인문
162,클루지,"12,420",개리 마커스,갤리온,20081124,인문
163,잊기 좋은 이름(리커버),"12,150",김애란,열림원,20190627,시/에세이
164,세계사를 바꾼 10가지 약,"14,400",사토 겐타로,사람과나무사이,20180510,역사/문화
165,설민석의 무도 한국사 특강,"19,800",설민석,휴먼큐브,20190129,역사/문화
166,너는 기억 못하겠지만,"16,200",후지마루,아르테(arte),20190116,소설
167,글의 품격,"13,050",이기주,황소북스,20190529,인문
168,사일런트 페이션트,"14,220",알렉스 마이클리디스,해냄출판사,20190522,소설
169,하버드 행동력 수업,"13,500",가오위안,가나출판사,20181220,자기계발
170,돈의 감각,"15,120",이명로(상승미소),비즈니스북스,20190826,경제/경영
171,마음이 살짝 기운다,"12,600",나태주,알에이치코리아,20190218,시/에세이
172,연의 편지,"14,850",조현아,손봄북스,20190603,만화
173,네모아저씨의 페이퍼 블레이드,"10,350",네모아저씨 이원표,슬로래빗,20181214,어린이(초등)
174,앞으로 3년 경제전쟁의 미래,"16,200",오건영,지식노마드,20190802,경제/경영
175,주식투자 무작정 따라하기,"14,850",윤재수,길벗,20170102,경제/경영
176,나의 영어 사춘기 100시간,"12,150",이시원,시원스쿨닷컴,20181226,외국어
177,하나님의 때,"13,500","햇살콩(김나단, 김연선)",규장,20190429,종교
178,우리가 보낸 가장 긴 밤,"12,420",이석원,달,20181112,시/에세이
179,마음의 결,"12,420",태희,피어오름,20190508,시/에세이
180,기도의 막이 내릴 때(저자 사인 인쇄본),"15,120",히가시노 게이고,재인,20190806,소설
181,채식주의자,"10,800",한강,창비,20071030,소설
182,수축사회,"16,200",홍성국,메디치미디어,20181210,경제/경영
183,참 애썼다 그것으로 되었다(10만부 판매 기념 한정판),"12,600",정영욱,부크럼,20191115,시/에세이
184,원칙,"31,500",레이 달리오,한빛비즈,20180618,경제/경영
1,"곰돌이 푸, 행복한 일은 매일 있어","13,320",곰돌이 푸 ,알에이치코리아,20221014,시/에세이
2,모든 순간이 너였다,"12,420",하태완,위즈덤하우스,20180216,시/에세이
3,무례한 사람에게 웃으며 대처하는 법,"12,420",정문정,가나출판사,20180108,시/에세이
4,82년생 김지영,"12,600",조남주,민음사,20161014,소설
5,나는 나로 살기로 했다,"12,420",김수현,마음의숲,20200316,시/에세이
6,언어의 온도(170만부 기념 에디션),"12,420",이기주,말글터,20160819,시/에세이
7,죽고 싶지만 떡볶이는 먹고 싶어,"12,420",백세희,흔,20180620,시/에세이
8,돌이킬 수 없는 약속,"13,500",야쿠마루 가쿠,북플라자,20170202,소설
9,나미야 잡화점의 기적,"13,320",히가시노 게이고,현대문학,20121219,소설
10,역사의 역사,"14,400",유시민,돌베개,20180625,역사/문화
11,신경 끄기의 기술,"13,500",마크 맨슨,갤리온,20171027,자기계발
12,말 그릇,"13,500",김윤나,카시오페아,20170922,자기계발
13,개인주의자 선언,"12,150",문유석,문학동네,20220315,인문
14,어떻게 살 것인가,"13,500",유시민,생각의길,20130313,인문
15,3층 서기실의 암호,"18,000",태영호,기파랑,20180515,정치/사회
16,열두 발자국,"15,120",정재승,어크로스,20180702,인문
17,말의 품격,"13,050",이기주,황소북스,20170529,인문
18,"곰돌이 푸, 서두르지 않아도 괜찮아(포레스트 에디션)","13,320",곰돌이 푸 ,알에이치코리아,20221004,시/에세이
19,연애의 행방,"12,420",히가시노 게이고,소미미디어,20180131,소설
20,사피엔스,"24,120",유발 하라리,김영사,20230401,인문
21,자존감 수업,"15,300",윤홍균,심플라이프,20160901,인문
22,하마터면 열심히 살 뻔했다,"13,500",하완,웅진지식하우스,20180423,시/에세이
23,앨리스 죽이기,"12,150",고바야시 야스미,검은숲,20151221,소설
24,만만하게 보이지 않는 대화법,"12,420",나이토 요시히토,홍익출판사,20180314,자기계발
25,고양이 1,"13,320",베르나르 베르베르,열린책들,20180612,소설
26,"나, 있는 그대로 참 좋다(몽글몽글 에디션)","12,420",조유미,허밍버드,20170922,시/에세이
27,가면산장 살인사건,"15,120",히가시노 게이고,재인,20140926,소설
28,어디서 살 것인가,"14,400",유현준,을유문화사,20180530,인문
29,바깥은 여름,"13,050",김애란,문학동네,20170628,소설
30,라틴어 수업,"13,500",한동일,흐름출판,20190429,인문
31,나의 영어 사춘기(리커버),"12,150",이시원,시원스쿨닷컴,20171222,외국어
32,골든아워 1,"14,220",이국종,흐름출판,20181002,시/에세이
33,설민석의 조선왕조실록,"19,800",설민석,세계사,20160720,역사/문화
34,파리의 아파트,"13,050",기욤 뮈소,밝은세상,20171205,소설
35,21세기를 위한 21가지 제언,"19,800",유발 하라리,김영사,20180903,인문
36,꽃을 보듯 너를 본다,"9,900",나태주,지혜,20201130,시/에세이
37,도시는 무엇으로 사는가,"13,500",유현준,을유문화사,20150325,인문
38,아몬드,"12,600",손원평,창비,20170331,소설
39,당신과 나 사이,"13,500",김혜남,메이븐,20180130,인문
40,보노보노처럼 살다니 다행이야,"14,400",김신회,놀,20170406,시/에세이
41,행복해지는 연습을 해요,"13,050",전승환,허밍버드,20180620,시/에세이
42,어떻게 원하는 것을 얻는가(밀리언 특별판),"14,400",스튜어트 다이아몬드,8.0(에이트 포인트),20171108,자기계발
43,주식투자 무작정 따라하기,"14,850",윤재수,길벗,20170102,경제/경영
44,운다고 달라지는 일은 아무것도 없겠지만,"12,600",박준,난다,20170701,시/에세이
45,"그해, 여름 손님","15,120",안드레 애치먼,잔,20181224,소설
46,지금 하지 않으면 언제 하겠는가,"13,500",팀 페리스,토네이도,20180423,자기계발
47,한때 소중했던 것들(빛 에디션),"12,600",이기주,달,20180709,시/에세이
48,왜 나는 너를 사랑하는가,"10,800",알랭 드 보통,청미래,20130115,소설
49,부의 추월차선,"13,500",엠제이 드마코,토트,20130820,경제/경영
50,91층 나무 집,"12,600",앤디 그리피스,시공주니어,20180301,어린이(초등)
51,랩 걸,"18,000",호프 자런,알마,20170216,과학
52,인생 우화,"14,400",류시화,연금술사,20180730,소설
53,코스모스,"17,910",칼 세이건,사이언스북스,20100120,과학
54,호모 데우스,"19,800",유발 하라리,김영사,20170519,인문
55,초격차,"16,200",권오현 외,쌤앤파커스,20180910,경제/경영
56,노르웨이의 숲,"13,500",무라카미 하루키,민음사,20170807,소설
57,단 하루도 너를 사랑하지 않은 날이 없다,"12,600",김재식,쌤앤파커스,20180302,시/에세이
58,미움받을 용기,"13,410",기시미 이치로 외,인플루엔셜,20141117,인문
59,굿 라이프,"18,000",최인철,21세기북스,20180620,자기계발
60,유튜브의 신,"12,600",대도서관,비즈니스북스,20180510,자기계발
61,책을 지키려는 고양이,"12,600",나쓰카와 소스케,아르테(arte),20180112,소설
62,검사내전,"13,500",김웅,부키,20180119,정치/사회
63,트렌드 코리아 2019,"15,300",김난도 외,미래의창,20181026,경제/경영
64,유병재 농담집 블랙코미디,"11,700",유병재,비채,20171030,시/에세이
65,일취월장,"19,800",고영성 외,로크미디어,20171207,경제/경영
66,인간 실격,"8,100",다자이 오사무,민음사,20120410,소설
67,트렌드 코리아 2018(10주년 특별판),"16,200",김난도 외,미래의창,20171030,경제/경영
68,채식주의자,"10,800",한강,창비,20071030,소설
69,추리 천재 엉덩이 탐정 6: 수상한 탐정 사무소 사건,"10,800",트롤,미래엔아이세움,20180530,어린이(초등)
70,그대 눈동자에 건배,"12,600",히가시노 게이고,현대문학,20171127,소설
71,유시민의 글쓰기 특강,"13,500",유시민,생각의길,20150410,인문
72,임신 출산 육아 대백과(2019~2020),"16,650",삼성출판사 편집부,삼성출판사,20190701,가정/육아
73,"김영철, 타일러의 진짜 미국식 영어","13,320",김영철 외,위즈덤하우스,20171208,외국어
74,7년의 밤,"13,050",정유정,은행나무,20160530,소설
75,용의자 X의 헌신,"15,120",히가시노 게이고,재인,20170830,소설
76,언스크립티드,"17,820",엠제이 드마코,토트,20180117,경제/경영
77,미중전쟁 1: 풍계리 수소폭탄,"12,420",김진명,쌤앤파커스,20171212,소설
78,착! 붙는 일본어 독학 첫걸음,"12,600",일본어 공부기술연구소,시사일본어사,20220120,외국어
79,소년이 온다,"13,500",한강,창비,20140519,소설
80,쇼코의 미소,"13,050",최은영,문학동네,20190620,소설
81,엄마의 자존감 공부,"14,400",김미경,21세기북스,20171110,자기계발
82,우리는 언젠가 만난다,"12,600",채사장,웨일북(whalebooks),20171224,인문
83,불행 피하기 기술,"14,220",롤프 도벨리,인플루엔셜,20180120,자기계발
84,좀비고등학교 코믹스 5,"8,820",배아이,겜툰,20180215,어린이(초등)
85,너의 췌장을 먹고 싶어(노블판),"12,420",스미노 요루,소미미디어,20170401,소설
86,세상에서 가장 짧은 세계사,"14,400",존 허스트,위즈덤하우스,20171107,역사/문화
87,Go Go 카카오프렌즈 2: 영국,"13,320",김미영,아울북,20180425,어린이(초등)
88,참 소중한 너라서,"13,320",김지훈,알에이치코리아,20160707,시/에세이
89,나의 한국현대사,"16,200",유시민,돌베개,20140710,역사/문화
90,해리 1,"13,050",공지영,해냄출판사,20180730,소설
91,스물아홉 생일 1년 후 죽기로 결심했다(반짝 에디션),"14,220",하야마 아마리,위즈덤하우스,20221201,시/에세이
92,총 균 쇠,"25,200",재레드 다이아몬드,문학사상,20051219,역사/문화
93,반딧불이,"10,800",무라카미 하루키,문학동네,20140828,소설
94,원칙,"31,500",레이 달리오,한빛비즈,20180618,경제/경영
95,한 권으로 정리하는 4차 산업혁명,"15,120",최진기,이지퍼블리싱,20180511,경제/경영
96,완벽한 공부법,"17,820",고영성 외,로크미디어,20170106,자기계발
97,국가란 무엇인가,"13,500",유시민,돌베개,20170123,인문
98,혼자 있고 싶은데 외로운 건 싫어,"11,700",피터 홀린스,포레스트북스,20180314,인문
99,내게 무해한 사람,"13,050",최은영,문학동네,20190620,소설
100,너라는 계절(감성 일러스트 에디션),"13,320",김지훈,니들북,20171123,시/에세이
101,뼈 있는 아무 말 대잔치,"14,220",신영준 외,로크미디어,20180913,시/에세이
102,오늘처럼 내가 싫었던 날은 없다,"16,920",글배우,21세기북스,20180907,인문
103,"앨리스, 너만의 길을 그려봐","12,420",이상한 나라의 앨리스,알에이치코리아,20180720,시/에세이
104,엄마의 말하기 연습,"13,320",박재연,한빛라이프,20180226,가정/육아
105,설민석의 한국사 대모험 6,"9,450",설민석 외,아이휴먼,20180420,어린이(초등)
106,머니(Money),"15,300",롭 무어,다산북스,20180524,경제/경영
107,나는 오늘도 경제적 자유를 꿈꾼다,"15,120",청울림(유대열),알에이치코리아,20180719,경제/경영
108,하버드 첫 강의 시간관리 수업,"13,320",쉬셴장,리드리드출판,20180403,자기계발
109,넛지 : 똑똑한 선택을 이끄는 힘,"13,950",리처드 탈러 외,리더스북,20090422,경제/경영
110,흰,"11,250",한강,문학동네,20180425,소설
111,Who? Special 손흥민,"11,520",강진희,다산어린이,20181015,어린이(초등)
112,약간의 거리를 둔다,"8,910",소노 아야코,책읽는고양이,20161020,시/에세이
113,베어타운,"14,220",프레드릭 배크만,다산책방,20180418,소설
114,우울할 땐 뇌 과학,"15,300",앨릭스 코브,심심,20180312,인문
115,완벽하지 않은 것들에 대한 사랑,"13,320",혜민,수오서재,20160203,시/에세이
116,원피스 88: 사자,"4,500",오다 에이치로,대원씨아이,20180326,만화
117,보노보노의 인생상담,"14,400",이가라시 미키오,놀,20180320,시/에세이
118,인생에서 너무 늦은 때란 없습니다,"12,420",애나 메리 로버트슨 모지스,수오서재,20171216,시/에세이
119,마법천자문 41: 내가 나아갈 길! 길 도,"8,820",김창환,아울북,20180125,어린이(초등)
120,청춘의 독서,"13,320",유시민,웅진지식하우스,20170707,인문
121,어린왕자(초판본)(1943년 오리지널 초판본 표지디자인),"8,820",생텍쥐페리,더스토리,20180910,소설
122,데미안,"7,200",헤르만 헤세,민음사,20090120,소설
123,오직 두 사람,"11,700",김영하,문학동네,20170525,소설
124,횡설수설하지 않고 정확하게 설명하는 법,"11,700",고구레 다이치,갈매나무,20170828,자기계발
125,하늘 100층짜리 집,"10,800",이와이 도시오,북뱅크,20171225,유아(0~7세)
126,살인의 문 1,"13,320",히가시노 게이고,재인,20180831,소설
127,부자 아빠 가난한 아빠 1(20주년 특별 기념판),"15,300",로버트 기요사키,민음인,20221028,경제/경영
128,아무것도 아닌 지금은 없다,"11,700",글배우,쌤앤파커스,20170801,시/에세이
129,해커스 보카(Hackers Vocabulary),"15,210",David Cho,해커스어학연구소,20211213,외국어
130,미움받을 용기(특별 합본호)(한정판),"17,820",기시미 이치로 외,인플루엔셜,20180302,인문
131,편지할게요(러브레터 에디션),"12,600",정영욱,부크럼,20191022,시/에세이
132,설민석의 무도 한국사 특강,"19,800",설민석,휴먼큐브,20190129,역사/문화
133,모두 거짓말을 한다,"16,200",세스 스티븐스 다비도위츠,더퀘스트,20180617,경제/경영
134,최강의 육아,"13,500",트레이시 커크로,앵글북스,20180607,가정/육아
135,비행운,"10,800",김애란,문학과지성사,20120719,소설
136,그 겨울의 일주일,"13,320",메이브 빈치,문학동네,20180112,소설
137,클라우스 슈밥의 제4차 산업혁명 더 넥스트(The Next),"15,300",클라우스 슈밥,메가스터디북스,20180405,경제/경영
138,27년 동안 영어 공부에 실패했던 39세 김과장은 어떻게 3개월 만에 영어 천재가 됐을까,"12,600",김영익,비즈니스북스,20180524,자기계발
139,기다리는 행복,"13,500",이해인,샘터(샘터사),20171222,시/에세이
140,"멈추면, 비로소 보이는 것들","13,320",혜민,수오서재,20170315,시/에세이
141,진작 할 걸 그랬어,"13,320",김소영,위즈덤하우스,20180430,시/에세이
142,"취향을 설계하는 곳, 츠타야","16,020",마스다 무네아키,위즈덤하우스,20171121,경제/경영
143,참을 수 없는 존재의 가벼움,"13,500",밀란 쿤데라,민음사,20180620,소설
144,해커스 OPIc 오픽 Advanced 공략,"14,310",해커스 오픽연구소,해커스,20210813,외국어
145,그래머 게이트웨이 베이직: 초보를 위한 기초 영문법 (Grammar Gateway Basic Light Version),"11,610",David Cho,해커스어학연구소,20220117,외국어
146,이기적 유전자(리커버:K),"18,000",리처드 도킨스,을유문화사,20230130,과학
147,이상한 손님,"10,800",백희나,책읽는곰,20180321,유아(0~7세)
148,부동산 상식사전,"14,850",백영록,길벗,20170228,경제/경영
149,타이탄의 도구들(블랙 에디션),"16,200",팀 페리스,토네이도,20220620,자기계발
150,마케터의 일,"12,600",장인성,북스톤,20180405,경제/경영
151,도티&잠뜰 스토리북-방탈출 대작전,"7,650",대원키즈 편집부,대원키즈,20171102,어린이(초등)
152,욱하는 성질 죽이기,"13,500",로널드 T.포터-에프론,다연,20141010,자기계발
153,앞으로 5년 미중전쟁 시나리오,"22,500",최윤식,지식노마드,20180622,경제/경영
154,어벤져스 인피니티 워 캐릭터도감,"8,550",대원키즈 편집부,대원키즈,20180420,어린이(초등)
155,나에게 고맙다,"12,420",전승환,허밍버드,20160622,시/에세이
156,수학이 필요한 순간,"14,220",김민형,인플루엔셜,20180803,과학
157,내가 소홀했던 것들,"15,120",흔글,알에이치코리아,20180117,시/에세이
158,댄 애리얼리 부의 감각,"16,200",댄 애리얼리 외,청림출판,20180725,경제/경영
159,여행영어 100일의 기적,"10,800",문성현,넥서스,20170620,외국어
160,스님의 주례사,"12,420",법륜,휴,20180420,종교
161,북유럽 신화,"13,320",닐 게이먼,나무의철학,20170626,역사/문화
162,프레임,"14,400",최인철,21세기북스,20160831,자기계발
163,데미안(초판본)(1919년 초판본 오리지널 표지 디자인),"8,820",헤르만 헤세,더스토리,20160627,소설
164,백종원이 추천하는 집밥 메뉴 55,"8,910",백종원,서울문화사,20170421,요리
165,어쩌면 내가 가장 듣고 싶었던 말,"12,600",정희재,갤리온,20170203,시/에세이
166,무엇이 되지 않더라도,"13,500",김동영,아르테(arte),20171218,시/에세이
167,플랫폼 제국의 미래,"16,200",스콧 갤러웨이,비즈니스북스,20180430,경제/경영
168,바다는 잘 있습니다,"10,800",이병률,문학과지성사,20170920,시/에세이
169,일빵빵 영어회화 1,"12,420",서장혁,토마토,20120601,외국어
170,내가 만난 1%의 사람들,"13,500",아담 J. 잭슨,씽크뱅크,20180110,자기계발
171,나의 문화유산답사기: 산사 순례,"18,000",유홍준,창비,20180830,역사/문화
172,일빵빵 기초영어: 동사 조동사 편,"12,420",서장혁,토마토,20140102,외국어
173,꿈을 꾸었다고 말했다(제42회 이상문학상 작품집 2018년),"13,320",손홍규 외,문학사상,20180112,소설
174,시를 잊은 그대에게(리커버),"13,500",정재찬,휴머니스트,20200316,시/에세이
175,11문자 살인사건,"15,120",히가시노 게이고,알에이치코리아,20180713,소설
176,하루 5분 엄마의 말습관,"13,320",임영주,위즈덤하우스,20180806,가정/육아
177,오리진 1,"11,700",댄 브라운,문학수첩,20171123,소설
178,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,"14,220",김용택,위즈덤하우스,20221101,시/에세이
179,미스 함무라비,"12,150",문유석,문학동네,20161202,소설
180,블루오션 시프트,"18,000",김위찬 외,비즈니스북스,20171230,경제/경영
1,언어의 온도(170만부 기념 에디션),"12,420",이기주,말글터,20160819,시/에세이
2,자존감 수업,"15,300",윤홍균,심플라이프,20160901,인문
3,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,"14,220",김용택,위즈덤하우스,20221101,시/에세이
4,설민석의 조선왕조실록,"19,800",설민석,세계사,20160720,역사/문화
5,국가란 무엇인가,"13,500",유시민,돌베개,20170123,인문
6,완벽한 공부법,"17,820",고영성 외,로크미디어,20170106,자기계발
7,나미야 잡화점의 기적,"13,320",히가시노 게이고,현대문학,20121219,소설
8,너의 이름은.,"11,700",신카이 마코토,대원씨아이,20170117,소설
9,제4차 산업혁명,"13,500",클라우스 슈밥,메가스터디북스,20160420,경제/경영
10,기린의 날개,"15,120",히가시노 게이고,재인,20170206,소설
11,공터에서,"14,400",김훈,해냄출판사,20170203,소설
12,하늘과 바람과 별과 시(미니북)(초판본)(1955년 정음사 오리지널 표지디자인),"4,950",윤동주,더스토리,20170317,시/에세이
13,영어책 한 권 외워봤니?,"12,600",김민식,위즈덤하우스,20170111,자기계발
14,82년생 김지영,"12,600",조남주,민음사,20161014,소설
15,미움받을 용기,"13,410",기시미 이치로 외,인플루엔셜,20141117,인문
16,나는 나로 살기로 했다,"12,420",김수현,마음의숲,20200316,시/에세이
17,보노보노처럼 살다니 다행이야,"14,400",김신회,놀,20170406,시/에세이
18,어떻게 살 것인가,"13,500",유시민,생각의길,20130313,인문
19,채식주의자,"10,800",한강,창비,20071030,소설
20,숨결이 바람 될 때,"12,600",폴 칼라니티,흐름출판,20160822,시/에세이
21,문재인의 운명(특별판),"13,500",문재인,북팔,20170509,정치/사회
22,너의 이름은 Another Side: Earthbound,"6,300",신카이 마코토 ,대원씨아이,20170115,소설
23,브루클린의 소녀,"13,050",기욤 뮈소,밝은세상,20161206,소설
24,사피엔스,"24,120",유발 하라리,김영사,20230401,인문
25,새는 날아가면서 뒤돌아보지 않는다,"12,600",류시화,더숲,20170225,시/에세이
26,트렌드 코리아 2017,"14,400",김난도 외,미래의창,20161031,경제/경영
27,설민석의 한국사 대모험 1,"8,820",설민석 외,아이휴먼,20170123,어린이(초등)
28,센서티브,"12,600",일자 샌드,다산지식하우스,20170209,인문
29,나에게 고맙다,"12,420",전승환,허밍버드,20160622,시/에세이
30,그럴 때 있으시죠?,"14,220",김제동,나무의마음,20161025,시/에세이
31,대한민국이 묻는다,"15,300",문재인,21세기북스,20170120,정치/사회
32,너의 안부를 묻는 밤,"11,700",지민석 외,시드앤피드,20170124,시/에세이
33,약간의 거리를 둔다,"8,910",소노 아야코,책읽는고양이,20161020,시/에세이
34,너의 이름은 1,"4,950",Makoto Shinkai ,대원씨아이,20161231,만화
35,가면산장 살인사건,"15,120",히가시노 게이고,재인,20140926,소설
36,어쩌면 내가 가장 듣고 싶었던 말,"12,600",정희재,갤리온,20170203,시/에세이
37,완벽하지 않은 것들에 대한 사랑,"13,320",혜민,수오서재,20160203,시/에세이
38,참 소중한 너라서,"13,320",김지훈,알에이치코리아,20160707,시/에세이
39,타이탄의 도구들(블랙 에디션),"16,200",팀 페리스,토네이도,20220620,자기계발
40,78층 나무 집,"12,600",앤디 그리피스,시공주니어,20181105,어린이(초등)
